y,x0,x1,x2,x3,x4
3.5,A0,A1,120,1,A0
0.7,A4,A1,90,6,A2
1.89,A5,A1,147,2,A0
1.9,A1,A1,140,12,A0
1.5,A0,A1,54,11,A0
20.677,A3,A0,174,9,A0
0.0,A0,A1,0,10,A1
6.2,A7,A1,135,3,A0
35.0,A7,A0,500,6,A0
0.38,A4,A1,104,3,A2
3.7,A4,A0,150,10,A0
3.0,A4,A1,115,7,A1
5.3,A1,A1,140,12,A0
0.0,A2,A2,0,0,A1
1.499,A1,A0,90,11,A1
0.75,A0,A1,50,2,A0
1.85,A1,A1,101,2,A0
2.1,A0,A1,75,6,A0
5.7,A0,A1,80,9,A0
1.45,A4,A1,170,7,A0
0.89,A3,A1,102,0,A2
4.3,A0,A1,54,7,A0
5.999,A1,A1,0,7,A0
3.2,A1,A0,116,7,A0
7.35,A0,A1,170,7,A0
4.799,A1,A1,80,1,A0
0.5,A1,A1,110,3,A2
1.999,A1,A1,131,12,A0
0.95,A3,A1,116,11,A0
1.9,A4,A1,68,6,A1
1.5,A3,A1,147,4,A0
0.85,A0,A1,50,5,A0
0.0,A4,A1,147,4,A1
2.2,A7,A2,50,10,A0
24.9,A3,A0,200,3,A0
0.63,A0,A1,60,6,A0
13.9,A1,A0,280,2,A0
8.1,A0,A1,97,4,A0
0.8,A1,A0,136,11,A1
0.0,A2,A2,125,0,A1
3.3,A5,A1,95,3,A0
0.75,A0,A1,74,10,A0
1.08,A1,A1,75,3,A0
0.35,A2,A2,0,0,A1
9.7,A1,A1,177,10,A2
0.8,A0,A1,50,3,A2
0.78,A0,A2,0,11,A2
0.85,A0,A1,60,9,A0
19.99,A7,A0,177,12,A0
3.999,A0,A1,60,10,A0
1.45,A4,A1,125,6,A0
2.599,A1,A1,220,12,
4.87,A1,A1,75,6,A0
3.8,A4,A0,204,4,A0
1.75,A7,A1,125,12,A0
3.85,A2,A1,0,11,A0
7.49,A1,A1,150,5,A0
15.799,A1,A0,204,1,A0
11.5,A3,A1,131,12,A0
12.6,A7,A1,116,3,A1
0.9,A2,A1,75,10,A0
1.7,A1,A1,116,1,A0
3.3,A0,A2,0,6,A1
0.5,A0,A1,60,6,A0
0.0,A0,A1,0,2,A1
,A1,A0,0,2,A1
1.9,A0,A1,50,6,A0
0.6,A2,A2,130,0,A1
15.6,A1,A0,286,12,A0
8.5,A4,A0,197,10,A0
6.25,A0,A1,70,12,A0
2.99,A2,A0,41,0,A1
8.8,A4,A1,170,4,A0
2.1,A1,A1,90,11,A0
4.999,A2,A1,120,9,A0
6.95,A1,A0,184,9,A0
4.7,A1,A0,105,1,A0
6.5,A5,A0,170,11,A1
3.399,A1,A1,140,4,A0
7.4,A7,A1,163,3,A0
5.5,A0,A1,150,3,A0
1.2,A0,A1,58,4,A0
1.5,A1,A1,105,4,A0
0.85,A1,A1,90,8,
7.999,A4,A1,140,11,A0
0.5,A4,A1,90,5,A0
4.8,A1,A1,116,10,A0
4.25,A2,A0,150,9,A1
14.2,A1,A0,0,0,A1
1.5,A0,A1,0,3,A1
2.7,A2,A2,0,0,A1
5.1,A1,A0,218,12,A0
1.9,A2,A1,75,9,A0
18.47,A1,A0,231,10,A0
29.9,A4,A0,204,6,A0
15.99,A4,A1,105,8,A0
2.4,A7,A1,116,11,A0
2.999,A6,A0,218,1,A0
0.0,A2,A1,45,0,A2
15.999,A3,A1,147,9,A0
16.8,A1,A0,184,5,A0
2.8,A2,A1,90,10,A1
2.5,A4,A0,98,3,A0
46.964,A7,A1,250,7,A0
1.75,A3,A0,144,3,A1
1.599,A0,A1,60,0,A0
28.98,A6,A0,235,7,A0
0.29,A0,A1,60,3,A2
0.75,A0,A1,60,0,A1
3.3,A4,A1,136,6,A0
2.5,A1,A0,170,6,A0
5.0,A2,A1,0,4,A2
3.3,A1,A0,230,9,A1
2.95,A0,A1,54,4,A0
0.8,A0,A1,75,5,A0
10.499,A3,A1,140,4,A0
1.8,A4,A1,102,3,A1
1.99,A3,A1,101,9,A1
1.65,A0,A0,1001,3,A0
22.3,A6,A0,224,1,A0
4.5,A4,A1,140,9,A0
2.2,A4,A1,101,3,A2
1.9,A7,A1,163,6,A0
2.0,A2,A2,0,1,A1
2.35,A3,A1,101,11,A2
1.25,A1,A0,145,10,A0
18.95,A4,A0,177,12,A0
22.0,A5,A0,299,4,A0
1.95,A4,A1,80,10,A0
2.6,A0,A1,60,3,A0
1.1,A2,A2,0,0,A1
30.99,A6,A0,239,2,A0
7.5,A1,A1,122,2,A0
0.5,A4,A1,0,6,
22.799,A5,A0,184,2,A0
49.9,A1,A1,160,3,A0
1.43,A1,A1,101,6,A0
1.1,A2,A1,80,3,A1
17.95,A4,A1,140,12,A0
1.7,A4,A1,150,6,A0
,A1,A0,136,6,A0
12.9,A3,A1,131,6,A0
2.55,A1,A1,150,3,A0
,A0,A1,75,2,A1
1.2,A1,A1,145,10,A0
1.8,A6,A0,224,2,A2
0.85,A1,A1,86,1,A0
20.9,A1,A0,239,7,A0
6.5,A4,A1,140,5,A0
11.95,A7,A0,232,3,A0
0.15,A4,A1,101,8,A1
6.099,A0,A1,90,2,A0
3.8,A5,A1,75,3,A0
2.25,A0,A0,61,4,A0
1.5,A4,A1,110,9,A0
7.5,A1,A0,245,10,A0
1.9,A1,A1,147,11,
1.5,A3,A1,0,1,A2
18.39,A1,A0,232,11,A0
1.555,A0,A1,86,11,A0
7.999,A1,A0,150,12,A0
1.6,A4,A1,0,7,A2
1.2,A0,A1,75,8,A1
7.999,A4,A0,0,5,A0
27.0,A6,A1,150,10,A0
4.55,A2,A1,0,12,A0
1.1,A1,A1,90,1,A0
2.5,A4,A1,75,8,A0
2.7,A3,A1,101,2,A0
0.8,A2,A1,113,0,A1
2.0,A4,A1,115,1,A0
4.3,A6,A0,218,11,A0
0.0,A1,A1,101,4,A0
1.29,A0,A0,54,10,A0
1.599,A7,A1,110,3,A0
3.3,A0,A0,102,0,A1
0.88,A0,A1,75,7,A1
5.49,A0,A1,60,10,A0
1.9,A1,A1,75,6,A0
0.5,A3,A1,107,11,A1
3.45,A0,A1,60,7,A0
7.0,A3,A1,150,12,A0
0.8,A2,A1,102,0,A0
0.7,A4,A1,193,4,A1
0.85,A5,A1,105,4,A0
10.5,A1,A1,136,8,A0
1.85,A2,A0,180,3,A0
0.0,A2,A2,0,5,A1
2.999,A5,A1,115,11,A0
11.5,A1,A1,86,10,A0
0.55,A0,A1,75,0,A1
2.9,A2,A1,101,8,A1
0.75,A1,A0,90,0,
12.8,A0,A1,86,7,A0
21.0,A3,A0,125,11,A0
2.65,A0,A1,0,8,A0
0.41,A0,A1,45,5,A1
3.9,A8,A1,75,6,A1
8.0,A1,A1,177,6,A0
4.0,A1,A1,105,1,A0
1.9,A0,A1,60,9,A1
5.2,A3,A1,102,4,A0
,A1,A0,105,0,A0
0.599,A0,A2,0,3,A1
15.9,A3,A1,174,10,A0
3.7,A5,A1,199,6,A0
0.0,A2,A1,0,4,A1
1.6,A0,A1,55,3,A1
1.95,A2,A1,98,9,A1
1.5,A1,A1,101,7,A0
0.0,A5,A1,220,10,A1
0.149,A0,A1,60,6,A2
,A1,A0,170,1,A1
1.2,A0,A1,101,5,A0
4.5,A4,A1,179,5,A0
1.2,A2,A1,70,0,A1
0.4,A4,A1,101,0,A1
5.9,A3,A0,125,2,A0
5.0,A7,A1,150,4,A0
1.6,A1,A1,90,7,A0
20.9,A1,A1,110,4,A0
14.6,A5,A0,177,1,A0
4.3,A1,A1,90,8,A2
3.999,A1,A1,193,10,A0
0.8,A1,A1,110,10,A0
17.5,A4,A0,102,11,A0
2.9,A5,A1,101,9,A1
1.65,A0,A1,60,10,A0
1.55,A1,A1,101,4,
0.195,A0,A1,44,10,A2
6.8,A1,A0,192,0,A0
1.5,A0,A1,50,0,A0
9.45,A1,A1,204,3,A0
10.499,A5,A1,280,5,A0
3.5,A7,A1,150,0,A0
1.55,A4,A1,147,11,A2
5.5,A1,A1,90,11,A0
2.5,A4,A1,121,9,A0
0.5,A4,A1,125,1,A2
6.0,A4,A1,170,1,A0
5.99,A1,A1,101,5,A0
4.7,A0,A1,69,12,A0
195.0,A7,A0,574,5,A0
0.75,A1,A1,0,4,A0
1.65,A2,A1,58,4,A1
11.8,A4,A1,110,7,A2
1.2,A1,A1,115,3,A0
4.0,A3,A1,131,6,A0
2.2,A1,A1,117,1,A0
5.7,A7,A1,129,4,A0
10.99,A1,A1,116,12,A1
28.0,A3,A0,156,6,A0
,A1,A1,116,1,A0
14.98,A4,A0,241,3,A0
5.95,A3,A1,140,6,A0
4.99,A1,A1,90,11,A1
2.0,A4,A0,177,3,A0
1.2,A0,A1,75,10,A2
0.75,A0,A1,65,12,A0
8.49,A6,A0,224,12,A0
4.25,A3,A1,75,4,A0
0.899,A0,A1,0,4,A0
57.6,A1,A0,258,9,A0
3.55,A0,A1,60,4,A0
,A1,A1,179,1,A0
0.0,A2,A1,0,0,A1
3.15,A0,A1,69,1,A0
4.0,A0,A1,75,12,A0
6.25,A4,A1,69,9,A1
25.99,A1,A0,184,8,A0
12.25,A4,A1,218,4,A0
37.5,A6,A0,230,6,A0
0.65,A3,A1,100,4,A2
0.75,A0,A2,0,9,A2
0.45,A4,A2,0,0,A1
1.999,A2,A1,116,0,A1
2.4,A1,A1,150,10,A0
2.3,A0,A1,64,10,A0
2.05,A2,A1,64,6,A0
2.75,A3,A0,241,7,A1
2.5,A0,A1,64,0,A0
9.299,A4,A1,140,4,A0
13.5,A4,A1,136,12,A0
3.1,A5,A0,61,11,A0
5.0,A5,A1,240,6,A0
0.85,A8,A2,120,6,A0
0.95,A1,A1,90,3,A0
0.25,A4,A1,90,5,A1
1.75,A1,A0,116,12,A1
1.299,A0,A1,50,3,A0
0.4,A0,A1,65,10,
0.6,A1,A1,136,10,A1
1.15,A4,A0,144,1,A1
3.99,A1,A1,105,11,A0
0.9,A4,A1,136,1,A0
5.7,A3,A1,155,10,A0
4.7,A0,A0,102,10,A2
0.8,A4,A1,122,8,A2
6.499,A3,A1,102,0,A0
0.85,A0,A1,60,7,A2
27.0,A4,A0,150,8,A0
6.4,A1,A1,105,11,A0
1.29,A0,A1,58,11,A0
5.85,A4,A0,170,6,A0
0.999,A4,A0,170,6,A1
1.999,A6,A0,184,9,A0
0.499,A0,A1,0,7,A2
1.0,A2,A1,114,9,A0
8.5,A3,A1,102,1,A0
7.8,A2,A1,80,4,
1.0,A1,A1,75,4,
5.9,A4,A1,140,12,A2
2.15,A4,A0,184,12,A0
0.0,A1,A1,0,7,A0
0.6,A1,A1,101,4,A2
0.599,A0,A1,50,11,A1
4.5,A4,A0,163,8,A0
25.0,A6,A0,235,7,A0
0.849,A7,A1,75,0,A1
47.911,A7,A0,421,2,A0
2.5,A0,A1,60,3,A0
5.0,A2,A1,0,0,A1
2.7,A3,A1,110,12,A0
1.1,A1,A1,75,11,A0
1.09,A0,A0,125,3,A2
1.05,A0,A1,60,4,A0
13.9,A0,A1,160,5,A0
16.0,A6,A0,235,7,A0
6.2,A2,A1,140,11,A0
0.999,A0,A1,60,3,A0
11.5,A1,A2,0,11,A0
10.9,A1,A1,116,6,A0
4.8,A1,A1,116,7,A2
7.5,A4,A0,143,12,A0
0.6,A4,A1,150,4,
6.7,A7,A1,90,10,A0
3.7,A4,A0,150,1,A0
0.0,A4,A0,136,4,A1
0.01,A2,A2,0,0,A1
6.365,A3,A1,136,11,A0
1.0,A0,A1,68,7,A0
4.999,A4,A1,109,5,A0
14.5,A4,A0,170,1,A0
5.75,A1,A1,131,12,A0
5.0,A0,A0,7,6,A2
0.976,A1,A1,0,5,A0
4.3,A6,A0,218,12,A0
8.9,A5,A1,242,12,A0
0.0,A2,A1,0,0,A2
2.999,A4,A1,163,4,A0
,A3,A0,136,11,A0
1.85,A6,A1,116,0,A1
2.101,A4,A1,109,6,A0
0.55,A1,,155,12,A0
2.2,A1,A1,75,1,A0
3.995,A1,A0,68,2,A0
2.29,A0,A1,75,12,A0
,A4,A1,160,10,A0
13.2,A0,A1,87,1,
3.399,A2,A1,224,9,A2
4.6,A1,A0,180,3,A1
2.35,A0,A1,75,12,A0
3.5,A4,A0,286,8,A0
1.59,A4,A0,143,10,A1
0.9,A2,A0,150,0,A1
0.7,A0,A1,75,3,A2
10.99,A0,A1,105,1,A0
2.95,A1,A1,136,4,A0
2.9,A4,A1,131,10,A0
1.555,A4,A0,170,12,A0
11.5,A0,A0,179,4,A0
7.75,A0,A1,200,12,A0
3.39,A0,A1,69,10,A0
0.95,A0,A1,54,10,A0
0.8,A1,A1,101,11,A2
1.95,A0,A1,60,6,A0
3.45,A1,A1,116,11,A0
18.5,A8,A2,0,0,A0
3.75,A2,A1,0,0,A0
,A0,A1,0,11,A0
,A6,A2,0,9,A1
0.899,A5,A0,102,10,A1
2.5,A4,A2,0,0,A0
7.2,A4,A1,170,9,A0
6.299,A1,A0,231,3,A0
7.999,A2,A2,290,6,A1
2.0,A4,A1,0,0,A0
18.5,A7,A1,105,3,A0
4.2,A4,A1,140,6,A0
9.35,A2,A1,22,0,A1
3.2,A1,A0,173,8,A0
3.5,A1,A1,190,3,A0
0.15,A4,A1,75,2,A0
2.75,A0,A1,116,11,A0
11.9,A2,A1,120,12,A1
,A1,A0,271,6,A0
11.5,A3,A1,170,7,A0
7.99,A7,A1,163,4,A0
,A6,A2,0,10,A0
5.95,A0,A1,101,5,A0
30.987,A7,A0,286,7,A0
7.5,A0,A1,192,7,A0
1.2,A1,A0,0,0,A1
6.0,A1,A0,170,1,A0
29.6,A7,A1,280,9,A0
1.2,A7,A1,115,2,A0
0.98,A4,A1,140,2,A0
2.299,A4,A1,101,4,A0
1.65,A2,A1,0,8,A0
22.9,A1,A0,211,8,A0
29.5,A1,A0,136,7,A0
0.0,A2,A2,0,0,A1
1.45,A0,A1,60,1,A0
0.49,A2,A1,55,10,A1
,A1,A0,118,4,A0
1.1,A4,A1,125,5,A0
23.999,A6,A0,184,7,A0
0.2,A3,A1,108,6,A2
25.5,A5,A1,177,1,A0
1.65,A3,A1,90,2,A0
0.689,A0,A1,58,5,A1
1.35,A1,A0,102,8,A0
0.5,A2,A1,107,9,A0
0.4,A0,A1,75,0,A1
0.55,A0,A1,60,4,A0
9.999,A4,A1,140,1,A0
1.28,A2,A1,75,9,A0
2.65,A3,A2,0,10,A1
0.75,A1,A1,125,9,A1
35.85,A1,A0,313,10,A0
1.2,A1,A1,130,1,A0
0.001,A5,A2,0,0,A1
,A4,A1,140,2,A0
10.999,A4,A1,170,4,A0
0.3,A2,A1,90,4,A1
1.4,A3,A1,125,2,A1
0.499,A2,A1,90,1,A1
1.3,A1,A1,136,4,A2
3.199,A7,A1,101,6,A0
0.2,A0,A1,60,1,A2
3.5,A2,A1,68,2,A0
7.111,A4,A1,140,12,A0
0.2,A3,A1,91,5,A0
0.899,A0,A1,50,3,A2
1.8,A6,A1,45,9,A0
5.0,A5,A0,193,5,A0
2.15,A1,A0,224,2,A0
2.1,A4,A1,102,6,A0
3.95,A4,A1,121,7,A0
27.99,A4,A1,150,4,A0
3.7,A5,A1,170,6,A0
2.3,A1,A0,205,7,A0
0.0,A1,A1,0,4,A0
1.3,A0,A1,50,2,A0
3.3,A1,A1,102,12,A0
14.95,A6,A1,177,10,A0
49.999,A5,A1,600,2,A0
,A1,A1,140,4,A0
6.15,A2,A0,335,0,A1
9.999,A1,A1,190,3,A1
,A4,A1,116,3,A2
9.35,A0,A1,69,12,A0
8.25,A0,A1,60,4,A0
2.99,A3,A1,109,1,A0
3.65,A0,A1,75,6,
,A0,A1,75,3,A0
14.5,A1,A0,245,7,A0
0.7,A2,A1,90,4,A1
1.2,A2,A1,75,0,A2
6.7,A3,A1,86,2,A0
4.95,A7,,109,3,A0
0.0,A0,A1,105,0,A0
3.0,A1,A2,0,0,A1
1.299,A7,A0,163,4,A0
10.5,A1,A0,120,6,A0
19.9,A6,,122,11,A0
14.59,A1,A1,182,7,A0
1.0,A0,A1,58,8,A0
6.5,A1,A0,238,4,A0
2.1,A1,A1,85,10,A0
1.5,A1,A1,101,0,A0
4.95,A4,A1,105,10,A0
2.65,A3,A1,131,6,A0
0.65,A0,A0,45,1,A2
1.7,A1,A1,136,5,A0
0.6,A0,A1,75,1,A0
4.8,A4,A1,140,7,A0
10.25,A5,A1,140,8,A0
0.25,A0,A1,75,9,A2
1.6,A2,A1,75,3,A0
5.999,A4,A1,231,9,A0
34.99,A0,A1,211,11,A0
10.199,A0,A1,120,10,A0
0.0,A8,A0,5,0,A1
6.444,A0,A1,69,5,A0
1.25,A0,A2,45,3,A0
0.5,A2,A0,170,4,
2.3,A1,A1,103,2,A0
6.2,A1,A0,150,7,A0
0.65,A0,A1,69,4,A0
0.3,A2,A1,0,3,A1
1.8,A0,A1,125,10,A0
1.9,A4,A1,90,8,A0
0.89,A1,A1,71,3,
3.5,A7,A1,90,10,A0
4.2,A4,A0,163,4,A0
0.98,A0,A1,75,6,A0
0.9,A4,A1,75,7,A0
9.0,A1,A1,105,11,A0
6.977,A4,A1,170,9,A0
0.0,A2,A1,90,0,
1.4,A0,A1,60,1,A0
2.95,A0,A1,60,2,
,A1,A1,101,8,A0
0.6,A3,A1,90,2,A0
18.49,A5,A1,163,4,A0
1.25,A4,A1,140,9,A2
1.999,A7,A1,0,8,
0.95,A2,A1,88,1,A0
17.3,A6,A0,272,11,A0
11.8,A0,A1,90,12,A0
0.3,A2,A1,44,12,A1
9.99,A6,A1,156,3,A0
4.3,A7,A0,0,10,A0
5.78,A7,A0,170,9,A0
0.88,A2,A0,150,9,A2
0.12,A5,A1,150,0,A1
0.6,A2,A2,60,0,A1
1.2,A4,A1,200,3,A2
8.79,A3,A0,140,12,A0
0.65,A0,A1,54,4,A1
16.0,A1,A0,190,4,A0
1.15,A0,A0,58,5,A0
,A1,A1,110,10,A0
3.55,A2,A1,125,9,A1
0.55,A1,A1,75,1,A0
0.07,A2,A1,60,11,A2
3.25,A3,A1,116,4,A1
3.0,A1,A1,60,2,A0
0.9,A5,A1,106,7,A0
10.89,A6,A1,231,3,A0
2.0,A1,A1,75,4,A0
6.0,A1,A1,102,3,A0
0.799,A1,A1,88,8,A0
5.95,A3,A1,102,5,A0
2.99,A0,A1,109,6,A0
8.8,A1,A1,122,4,A0
0.55,A1,A1,110,6,A0
6.75,A3,A1,116,10,A0
0.0,A2,A1,90,5,A0
0.6,A0,A1,45,5,A2
3.2,A1,A0,165,3,A1
17.95,A1,A0,326,0,A1
8.75,A1,A0,163,9,A1
6.0,A2,A1,102,5,A0
18.0,A5,A0,220,7,A0
22.9,A1,A1,91,5,
4.25,A4,A1,155,7,A0
14.5,A1,A1,156,4,A0
0.999,A0,A1,45,3,A0
1.299,A1,A1,125,6,A0
4.15,A4,A1,150,10,A0
5.299,A6,A1,140,1,A0
19.998,A1,A0,235,1,A0
26.999,A7,A0,194,9,A0
4.0,A3,A1,136,4,A0
4.999,A1,A1,143,9,A0
1.3,A1,A2,0,9,A1
0.35,A0,A1,60,10,A0
15.7,A1,A0,170,0,A1
0.0,A4,A1,120,5,A0
5.1,A4,A1,150,2,A0
9.5,A6,A1,124,9,A0
2.5,A1,A1,0,11,A0
,A1,A1,105,11,A0
1.5,A1,A1,82,1,A0
3.2,A1,A1,231,1,A0
2.95,A6,A1,0,9,A0
0.45,A0,A1,54,3,A0
15.998,A4,A0,184,2,A0
8.1,A1,A1,0,3,A0
1.5,A5,A1,120,12,A0
11.5,A7,A1,140,6,A0
2.999,A0,A1,92,5,A0
0.89,A1,A1,82,12,A0
20.99,A4,A1,204,6,A1
2.9,A8,A1,62,5,
1.45,A0,A1,65,7,A2
1.8,A3,A1,0,12,A0
46.0,A6,A1,0,11,A1
1.3,A1,A1,150,0,A0
23.95,A6,A1,184,7,A0
11.999,A5,A1,105,8,A0
1.0,A4,A1,125,4,A0
12.99,A1,A0,218,12,A0
1.99,A0,A1,75,3,A0
11.499,A1,A0,335,12,A0
2.0,A4,A0,150,3,A0
0.777,A2,A1,101,7,A0
3.5,A1,A0,203,12,A0
5.5,A1,A1,102,5,A0
1.95,A4,A0,116,8,A0
9.9,A7,A1,170,7,A0
3.65,A3,A1,131,10,A0
9.5,A0,A1,86,3,A0
0.69,A1,A0,214,5,A2
,A1,A1,102,7,A0
8.0,A4,A1,150,9,A0
10.9,A7,A1,220,9,A0
1.45,A0,A1,50,11,A0
0.75,A2,A1,0,0,A2
1.8,A0,A1,68,1,A2
3.0,A1,A1,116,11,A0
0.98,A2,A1,58,11,A1
13.5,A4,A1,143,12,A0
7.8,A0,A1,87,6,A0
,A0,A1,120,7,A0
0.15,A3,A1,90,10,A0
0.99,A0,A1,58,7,A0
25.49,A1,A0,150,1,A0
3.699,A1,A1,120,7,A0
0.32,A2,A1,75,11,A1
192.5,A7,A0,529,3,A0
1.999,A3,A1,135,2,A0
4.699,A6,A1,80,11,A0
1.55,A3,A0,144,3,A0
11.9,A5,A0,250,10,A0
3.2,A1,A1,150,9,A0
0.15,A2,A2,0,0,A1
5.6,A0,A1,109,3,A0
1.95,A1,A1,150,11,A0
1.65,A1,A1,122,10,A0
1.0,A0,A1,76,12,A2
2.19,A0,A1,50,7,A0
10.5,A5,A1,338,2,A0
0.8,A4,A1,75,1,A0
3.5,A4,A1,88,12,A0
4.95,A0,A1,68,11,A0
1.25,A2,A1,100,10,A0
3.85,A1,A1,131,7,A0
16.9,A3,A1,102,6,A0
8.0,A6,A0,136,3,A2
0.05,A0,A1,45,10,A1
5.45,A1,A1,90,5,A0
3.95,A3,A1,115,11,A0
0.666,A1,A1,116,4,A0
6.9,A4,A0,0,7,A0
2.25,A1,A1,101,0,A0
0.0,A4,A1,101,5,A2
20.95,A7,A1,86,6,A0
0.699,A1,A1,101,3,A0
2.85,A1,A0,184,0,A1
0.65,A0,A1,60,4,A0
0.3,A1,A1,120,1,A0
6.95,A4,A0,170,11,A0
2.2,A1,A0,0,3,A2
1.448,A4,A1,101,10,A0
5.8,A7,A1,163,9,A0
6.5,A1,A1,105,8,A0
17.9,A4,A0,143,6,A0
1.2,A2,A2,0,0,A1
8.8,A1,A0,200,10,A0
15.8,A1,A0,218,12,A0
1.2,A0,A2,61,5,A0
2.75,A1,A1,75,10,A0
5.0,A1,A1,166,6,A0
0.4,A0,A1,70,9,A2
33.0,A5,A0,0,0,A1
0.0,A0,A1,110,0,A0
4.9,A4,A1,0,7,A2
5.7,A2,A1,100,0,A0
17.777,A0,A1,330,2,A0
0.999,A2,A1,75,1,A1
5.999,A3,A0,136,3,A0
0.75,A1,A1,75,0,A0
28.9,A4,A0,204,6,A0
6.299,A5,A0,218,5,A0
1.65,A5,A1,90,12,A0
,A4,A1,155,3,A0
9.5,A1,A1,114,4,A0
9.99,A1,A1,126,2,A0
0.3,A0,A0,75,9,A2
5.6,A0,A1,116,4,A0
2.0,A1,A1,75,5,A2
14.3,A6,A1,140,4,A0
1.98,A1,A1,150,10,A0
5.0,A4,A1,109,5,A0
69.8,A5,A1,75,1,A0
5.8,A0,A1,69,9,A0
2.699,A7,A1,110,11,A0
1.1,A0,A1,82,3,A0
2.999,A3,A2,85,7,A1
5.999,A1,A1,163,5,A0
4.55,A6,A1,140,7,A0
0.35,A1,A1,75,11,A1
11.499,A1,A0,235,7,A2
,A1,A1,34,3,A1
0.9,A0,A1,54,6,A0
0.199,A2,A2,0,11,A1
12.39,A6,A0,184,4,A0
1.15,A0,A1,72,6,A0
15.5,A7,A0,218,1,A0
4.4,A0,A1,90,8,A0
1.2,A0,A1,105,5,A1
2.8,A4,A1,136,12,A0
3.1,A7,A1,136,6,
4.75,A0,A1,116,4,A0
0.5,A2,A1,75,0,A2
6.845,A1,A0,110,2,A1
11.5,A1,A1,143,2,A0
5.888,A3,A1,140,10,A0
0.0,A3,A1,115,1,A0
3.3,A7,A1,131,3,A0
1.7,A3,A1,102,11,A1
,A1,A0,200,6,A0
0.65,A0,A1,0,3,A1
0.0,A4,A1,84,3,A0
14.9,A5,A0,184,8,A0
7.15,A4,A1,90,1,
9.25,A1,A1,109,3,A1
5.9,A3,A1,140,12,A0
2.5,A0,A1,65,8,A0
7.5,A3,A1,102,8,A0
12.887,A4,A0,224,7,A0
16.95,A1,A0,184,1,A0
4.0,A0,A1,75,3,A0
3.85,A0,A1,0,6,A0
6.699,A6,A1,177,6,A0
2.999,A0,A1,68,7,A0
0.0,A0,A1,90,9,A1
20.4,A6,A1,110,1,A0
29.55,A4,A0,231,8,A0
2.6,A1,A1,170,12,A0
2.49,A4,A0,101,6,
0.4,A4,A1,75,4,A1
8.0,A1,A1,122,6,A0
8.5,A4,A1,131,4,A0
4.751,A3,A1,90,12,A0
25.98,A6,A0,177,5,A0
1.249,A0,A1,75,12,A2
9.7,A1,A1,150,11,A0
8.499,A1,A1,265,6,A0
3.99,A6,A1,140,8,A0
11.0,A3,A0,174,2,A0
,A4,A1,115,5,A1
1.15,A0,A1,0,2,A0
1.7,A4,A0,131,6,A2
2.35,A2,A1,110,5,
15.7,A7,A1,98,6,A0
14.9,A4,A1,179,3,A0
1.0,A3,A0,79,0,A1
20.499,A1,A0,265,9,A0
8.0,A0,A1,90,10,A0
2.8,A1,A1,101,3,A0
7.19,A0,A1,75,3,A0
2.5,A0,A1,61,5,A0
5.5,A0,A1,131,4,A0
3.39,A0,A1,68,10,A0
0.3,A2,A1,0,5,A0
8.0,A5,A1,136,0,A1
1.7,A1,A1,0,9,A1
3.55,A4,A1,140,4,A1
0.15,A1,A1,60,2,A2
,A8,A1,130,3,A1
0.699,A0,A1,60,12,A0
0.25,A8,A1,89,0,A2
1.899,A4,A1,65,6,A1
17.5,A7,A1,160,8,A0
18.0,A4,A1,140,12,A0
8.99,A4,A1,145,7,A0
0.4,A1,A1,0,12,A0
1.75,A2,A1,110,9,A1
0.799,A0,A2,0,10,A0
7.99,A4,A1,150,2,A0
0.6,A2,A1,60,7,A0
7.4,A1,A0,272,7,A0
2.299,A0,A1,110,4,A1
1.9,A6,A2,69,3,A2
0.6,A0,A0,70,0,
0.45,A2,A1,75,0,A1
6.5,A7,A1,231,1,A0
3.99,A0,A1,65,1,A0
4.75,A0,A1,80,10,
0.95,A4,A1,110,11,A0
0.599,A1,A1,101,2,A0
1.2,A0,A1,55,5,A0
2.75,A1,A1,163,0,A0
4.9,A8,A1,103,11,A0
1.65,A4,A0,170,3,A1
1.6,A0,A0,55,10,A0
9.999,A1,A0,334,4,A0
9.0,A4,A1,200,4,A0
2.8,A3,A1,102,11,A1
12.25,A2,A0,150,5,A1
4.19,A0,A1,69,3,A0
18.9,A6,A1,150,12,A0
1.3,A1,A1,71,5,A0
0.0,A2,A0,0,0,A2
10.9,A6,A1,136,7,A0
0.299,A3,A1,85,5,A0
0.48,A1,A1,75,8,A0
3.9,A3,A1,136,12,A0
1.7,A2,A2,0,1,A1
0.999,A0,A1,60,10,A1
25.25,A6,A1,189,4,A0
3.25,A3,A1,102,7,A0
1.59,A5,A1,136,5,A0
0.8,A0,A1,60,8,A0
1.19,A1,A1,150,4,A0
0.95,A1,A0,90,5,A0
8.5,A4,A0,140,10,A1
7.35,A2,A2,0,6,A2
25.99,A6,A0,330,9,A0
3.15,A3,A1,86,6,A0
1.1,A4,A0,100,5,A0
0.95,A0,A1,60,10,A0
14.5,A1,A0,115,2,A0
26.399,A3,A1,200,7,A0
1.4,A4,A1,150,10,A1
7.15,A0,A1,95,6,A0
5.5,A1,A1,73,4,A2
2.65,A3,A1,72,4,A2
,A3,A0,116,2,A1
4.4,A1,A1,101,2,A0
19.5,A6,A0,179,2,A0
0.75,A1,A1,116,4,A0
2.85,A4,A0,0,2,A1
17.0,A1,A0,515,10,A0
1.25,A0,A1,60,2,
1.1,A1,A1,75,12,A0
2.9,A0,A1,75,5,A0
